Country_Code,Country,Year,Production,Land,Labor,N,P,K,Pesticides,fert,lnprod,lnland,lnlabor,lnN,lnP,lnK,lnpest,lnfert
14,Iran,2017,56294,45954000,4237878,564912,97966,35277,6841,698154,11,18,15,13,11,10,9,13
14,Iran,2018,56880,45954000,4310907,564912,97966,35277,6841,698154,11,18,15,13,11,10,9,13
15,Iraq,1990,4849,9230000,,130000,75000,2000,692,207000,8,16,,12,11,8,7,12
15,Iraq,1993,4477,9870000,1199721,226000,111000,11000,692,348000,8,16,14,12,12,9,7,13
15,Iraq,1994,4340,9350000,1239097,238000,141000,5000,692,384000,8,16,14,12,12,9,7,13
15,Iraq,1995,4320,9100000,1279937,225000,108400,500,816,333900,8,16,14,12,12,6,7,13
15,Iraq,1996,4628,9100000,1308850,240500,103900,10000,616,354400,8,16,14,12,12,9,6,13
15,Iraq,1997,4390,8660000,1323832,242700,111600,2500,848,356800,8,16,14,12,12,8,7,13
15,Iraq,1999,4341,8750000,1321268,254700,132700,700,508,388100,8,16,14,12,12,7,6,13
15,Iraq,2000,3916,8300000,1356717,250500,117200,3500,548,371200,8,16,14,12,12,8,6,13
15,Iraq,2001,4779,8490000,1381301,502000,135800,1400,837,639200,8,16,14,13,12,7,7,13
15,Iraq,2002,5968,8840000,1440487,507200,126700,700,879,634600,9,16,14,13,12,7,7,13
15,Iraq,2003,4743,8690000,1550091,45200,68800,700,854,114700,8,16,14,11,11,7,7,12
15,Iraq,2004,4792,8690000,1488932,102714,6918,1500,829,111132,8,16,14,12,9,7,7,12
15,Iraq,2005,5209,9390000,1497381,153880,62507,2400,873,218787,9,16,14,12,11,8,7,12
15,Iraq,2006,5245,8990000,1476035,167020,55000,1400,824,223420,9,16,14,12,11,7,7,12
15,Iraq,2007,4972,9140000,1478431,126420,59540,1400,1063,187360,9,16,14,12,11,7,7,12
15,Iraq,2008,4117,8190000,1463360,164120,63640,1000,957,228760,8,16,14,12,11,7,7,12
15,Iraq,2009,4245,7850000,1458267,171846,46371,1500,850,219717,8,16,14,12,11,7,7,12
15,Iraq,2010,5069,8220000,1460629,107980,24380,4800,744,137160,9,16,14,12,10,8,7,12
15,Iraq,2011,5504,8550000,1495090,138340,24380,5400,638,168120,9,16,14,12,10,9,6,12
15,Iraq,2012,5621,8568500,1502397,158685,51909,2809,532,213403,9,16,14,12,11,8,6,12
15,Iraq,2013,6678,8863750,1539337,159833,67168,4038,426,231039,9,16,14,12,11,8,6,12
15,Iraq,2014,6223,9269000,1608025,80172,13436,4302,396,97910,9,16,14,11,10,8,6,11
15,Iraq,2015,3121,9250000,1641108,63237,11611,2499,197,77346,8,16,14,11,9,8,5,11
15,Iraq,2016,3321,9250000,1621388,104472,37671,1763,151,143906,8,16,14,12,11,7,5,12
15,Iraq,2017,3233,9250000,1584387,180938,65444,5231,215,251614,8,16,14,12,11,9,5,12
15,Iraq,2018,3682,9250000,1625367,180938,65444,5231,215,251614,8,16,14,12,11,9,5,12
16,Israel,1990,5438,579000,61700,49600,21000,32000,2491,102600,9,13,11,11,10,10,8,12
16,Israel,1991,4801,578000,56958,41300,20000,32300,2491,93600,8,13,11,11,10,10,8,11
16,Israel,1992,5025,577000,59408,43400,21500,32900,2491,97800,9,13,11,11,10,10,8,11
16,Israel,1993,5069,577000,76317,44000,22000,32000,2491,98000,9,13,11,11,10,10,8,11
16,Israel,1994,5003,579000,65928,50000,22000,32000,2491,104000,9,13,11,11,10,10,8,12
16,Israel,1995,5579,573000,62153,50000,22000,32000,2491,104000,9,13,11,11,10,10,8,12
16,Israel,1996,5604,564000,55349,65000,19000,35000,2491,119000,9,13,11,11,10,10,8,12
16,Israel,1997,5519,563000,52592,61000,23000,36000,2491,120000,9,13,11,11,10,10,8,12
16,Israel,1998,5588,562000,50878,61000,23000,37000,2491,121000,9,13,11,11,10,11,8,12
16,Israel,1999,5536,559000,52983,44000,15000,30000,2975,89000,9,13,11,11,10,10,8,11
16,Israel,2000,5882,566000,50637,49000,15000,30000,3459,94000,9,13,11,11,10,10,8,11
16,Israel,2001,5855,561000,47265,45300,10700,33400,3943,89400,9,13,11,11,9,10,8,11
16,Israel,2002,6343,563000,46726,44700,11600,31600,4427,87900,9,13,11,11,9,10,8,11
16,Israel,2003,6266,551000,44578,50200,11900,32400,4911,94500,9,13,11,11,9,10,8,11
16,Israel,2004,6773,513500,50543,52400,12700,34700,5395,99800,9,13,11,11,9,10,9,12
16,Israel,2005,6761,514500,52095,48800,11800,30400,5879,91000,9,13,11,11,9,10,9,11
16,Israel,2006,6646,508800,47832,47500,12200,32700,6363,92400,9,13,11,11,9,10,9,11
16,Israel,2007,6928,518100,45986,59400,11300,34800,6847,105500,9,13,11,11,9,10,9,12
16,Israel,2008,6759,515600,44570,45900,10100,28100,7331,84100,9,13,11,11,9,10,9,11
16,Israel,2009,6880,522600,41845,36100,6200,18700,6650,61000,9,13,11,10,9,10,9,11
16,Israel,2010,6770,504500,40108,30200,6200,24200,6753,60600,9,13,11,10,9,10,9,11
16,Israel,2011,6835,517000,38057,44800,5200,24400,6124,74400,9,13,11,11,9,10,9,11
16,Israel,2012,7122,526200,36192,45100,8700,28400,6009,82200,9,13,10,11,9,10,9,11
16,Israel,2013,7125,520300,41569,46900,7700,30000,6005,84600,9,13,11,11,9,10,9,11
16,Israel,2014,7350,537700,38063,46400,5900,27100,6335,79400,9,13,11,11,9,10,9,11
16,Israel,2015,7163,533900,35693,45100,5700,21600,6367,72400,9,13,10,11,9,10,9,11
16,Israel,2016,7248,532000,36375,46800,5800,30200,6093,82800,9,13,11,11,9,10,9,11
16,Israel,2017,7320,623000,36009,50200,6100,36000,6093,92300,9,13,10,11,9,10,9,11
16,Israel,2018,6923,623300,35389,50200,6100,36000,6093,92300,9,13,10,11,9,10,9,11
17,Japan,1990,108958,5693000,4510000,612000,690000,536000,79821,1838000,12,16,15,13,13,13,11,14
17,Japan,1991,104352,5654000,4319796,576000,696000,480000,79821,1752000,12,16,15,13,13,13,11,14
17,Japan,1992,108209,5615000,4170786,572000,699000,513000,79821,1784000,12,16,15,13,13,13,11,14
17,Japan,1993,98857,5574000,3886275,600000,728000,489100,79821,1817100,12,16,15,13,13,13,11,14
17,Japan,1994,107838,5533000,3782234,580400,703600,479500,79821,1763500,12,16,15,13,13,13,11,14
17,Japan,1995,104339,5443000,3717357,527500,631400,482200,79821,1641100,12,16,15,13,13,13,11,14
17,Japan,1996,100951,5399000,3615195,511700,610100,441200,79821,1563000,12,16,15,13,13,13,11,14
17,Japan,1997,101141,5354000,3547266,495200,592500,422000,79821,1509700,12,15,15,13,13,13,11,14
17,Japan,1998,95547,5310000,3477777,476000,561300,381300,79821,1418600,11,15,15,13,13,13,11,14
17,Japan,1999,97000,5271000,3388455,479500,570400,388800,79821,1438700,11,15,15,13,13,13,11,14
17,Japan,2000,96385,5258000,3299650,487400,583000,381900,79821,1452300,11,15,15,13,13,13,11,14
17,Japan,2001,93492,4793000,3169780,484000,511000,359000,78735,1354000,11,15,15,13,13,13,11,14
17,Japan,2002,94688,4763000,3010282,531031,635617,307285,70263,1473933,11,15,15,13,13,13,11,14
17,Japan,2003,90131,4736000,2953361,543757,605667,324322,67870,1473746,11,15,15,13,13,13,11,14
17,Japan,2004,91522,4714000,2908871,561300,632658,354823,64689,1548781,11,15,15,13,13,13,11,14
17,Japan,2005,92552,4692000,2857302,553543,611129,352474,63830,1517146,11,15,15,13,13,13,11,14
17,Japan,2006,89274,4671000,2822505,528306,569367,347797,65248,1445470,11,15,15,13,13,13,11,14
17,Japan,2007,90845,4650000,2794395,514482,593047,408625,61164,1516154,11,15,15,13,13,13,11,14
17,Japan,2008,91638,4628000,2745621,468524,448482,281603,58750,1198609,11,15,15,13,13,13,11,14
17,Japan,2009,89772,4609000,2684990,434730,375278,215949,60971,1025957,11,15,15,13,13,12,11,14
17,Japan,2010,86964,4593000,2582085,449471,424312,238828,55576,1112611,11,15,15,13,13,12,11,14
17,Japan,2011,85811,4561000,2513498,439801,424474,258258,51796,1122533,11,15,15,13,13,12,11,14
17,Japan,2012,87096,4549000,2443660,372500,353400,323500,54716,1049400,11,15,15,13,13,13,11,14
17,Japan,2013,88410,4538000,2388962,367000,350000,319800,52794,1036800,11,15,15,13,13,13,11,14
17,Japan,2014,87956,4518000,2369799,395800,358500,344800,53544,1099100,11,15,15,13,13,13,11,14
17,Japan,2015,85544,4496000,2344768,359100,345200,310000,54171,1014300,11,15,15,13,13,13,11,14
17,Japan,2016,84912,4471000,2282350,380300,339900,309800,51006,1030000,11,15,15,13,13,13,11,14
17,Japan,2017,84780,4444000,2263149,389100,354800,307100,52249,1051000,11,15,15,13,13,13,11,14
17,Japan,2018,84138,4420000,2343697,389100,354800,307100,52332,1051000,11,15,15,13,13,13,11,14
18,Jordan,1990,1051,1040200,,8000,6500,2300,734,16800,7,14,,9,9,8,7,10
18,Jordan,1991,1013,1010400,32771,14809,4500,1100,926,20409,7,14,10,10,8,7,7,10
18,Jordan,1992,1287,1120700,34564,9700,4600,1400,1365,15700,7,14,10,9,8,7,7,10
18,Jordan,1993,1201,1090000,37230,6300,8000,2000,786,16300,7,14,11,9,9,8,7,10
18,Jordan,1994,1271,1072000,41088,4000,8000,2000,774,14000,7,14,11,8,9,8,7,10
18,Jordan,1995,1328,1114000,44644,6000,8000,2000,761,16000,7,14,11,9,9,8,7,10
18,Jordan,1996,1304,1051000,46294,5000,11150,3000,910,19150,7,14,11,9,9,8,7,10
18,Jordan,1997,1285,1061000,46875,10946,9075,4000,875,24021,7,14,11,9,9,8,7,10
18,Jordan,1998,1426,1066000,47116,14835,4596,4000,845,23431,7,14,11,10,8,8,7,10
18,Jordan,1999,1261,1067000,46988,12996,5000,5028,525,23024,7,14,11,9,9,9,6,10
18,Jordan,2000,1479,1069000,46907,9404,4460,6759,553,20623,7,14,11,9,8,9,6,10
18,Jordan,2001,1383,1022000,45965,10300,4840,7200,1528,22340,7,14,11,9,8,9,7,10
18,Jordan,2002,1753,1025000,44837,10600,10500,22150,1568,43250,7,14,11,9,9,10,7,11
18,Jordan,2003,1635,1005000,47094,10900,11000,0,1321,21900,7,14,11,9,9,,7,10
18,Jordan,2004,1815,1037000,49332,21529,38841,1500,737,61870,8,14,11,10,11,7,7,11
18,Jordan,2005,1863,1013000,49221,21884,42969,2500,1736,67353,8,14,11,10,11,8,7,11
18,Jordan,2006,1873,1018000,49597,11650,5660,2500,1142,19810,8,14,11,9,9,8,7,10
18,Jordan,2007,1905,963300,52266,36936,16481,2500,1351,55917,8,14,11,11,10,8,7,11
18,Jordan,2008,1989,972500,54557,22219,0,2500,1266,24719,8,14,11,10,,8,7,10
18,Jordan,2009,2130,1025000,57062,5149,0,7000,1090,12149,8,14,11,9,,9,7,9
18,Jordan,2010,2300,1002300,58521,15799,7049,7000,933,29848,8,14,11,10,9,9,7,10
18,Jordan,2011,2396,1002600,60335,32808,42228,7000,1112,82036,8,14,11,10,11,9,7,11
18,Jordan,2012,2358,1044900,62434,0,73920,7000,708,80920,8,14,11,,11,9,7,11
18,Jordan,2013,2329,1056600,62910,24817,2152,3292,1010,30261,8,14,11,10,8,8,7,10
18,Jordan,2014,2506,1064000,65807,18639,671,2675,719,21985,8,14,11,10,7,8,7,10
18,Jordan,2015,2667,1056300,67273,34523,1682,4117,666,40322,8,14,11,10,7,8,7,11
18,Jordan,2016,2715,1065960,67122,22113,918,3622,1028,26653,8,14,11,10,7,8,7,10
18,Jordan,2017,2491,1007000,68101,20085,717,4230,1291,25032,8,14,11,10,7,8,7,10
18,Jordan,2018,2447,1021800,68814,19918,1617,1388,675,22923,8,14,11,10,7,7,7,10
19,Kazakhstan,1992,11771,221463000,3057881,150000,315000,10000,17182,475000,9,19,15,12,13,9,10,13
19,Kazakhstan,1993,10753,221747000,3054466,86000,231000,7000,17182,324000,9,19,15,11,12,9,10,13
19,Kazakhstan,1994,9520,221651000,2861430,65000,50000,6000,17182,121000,9,19,15,11,11,9,10,12
19,Kazakhstan,1995,7612,217186500,2744285,64000,25000,6000,13535,95000,9,19,15,11,10,9,10,11
19,Kazakhstan,1996,6791,215473600,2644236,67100,57900,6000,13047,131000,9,19,15,11,11,9,9,12
19,Kazakhstan,1997,6434,215691800,2590024,15100,35000,6000,8112,56100,9,19,15,10,10,9,9,11
19,Kazakhstan,1998,5394,215329800,2538696,12600,200,200,6416,13000,9,19,15,9,5,5,9,9
19,Kazakhstan,1999,6719,215075300,2489888,30000,2100,2100,4720,34200,9,19,15,10,8,8,8,10
19,Kazakhstan,2000,6441,215393300,2448261,30000,4900,2100,3024,37000,9,19,15,10,8,8,8,11
19,Kazakhstan,2001,7412,214485600,2449296,42000,5500,2900,3007,50400,9,19,15,11,9,8,8,11
19,Kazakhstan,2002,7637,213468900,2501346,12800,10700,200,3362,23700,9,19,15,9,9,5,8,10
19,Kazakhstan,2003,7688,213001400,2528468,19600,14100,40,3607,33740,9,19,15,10,10,4,8,10
19,Kazakhstan,2004,7744,212670500,2433458,24800,13900,3400,3803,42100,9,19,15,10,10,8,8,11
19,Kazakhstan,2005,8237,212286000,2407619,20500,16900,3400,3667,40800,9,19,15,10,10,8,8,11
19,Kazakhstan,2006,8676,211876500,2388850,27800,13400,200,3926,41400,9,19,15,10,10,5,8,11
19,Kazakhstan,2007,9362,211435600,2416026,37500,20500,900,5576,58900,9,19,15,11,10,7,9,11
19,Kazakhstan,2008,8898,210851400,2389025,16300,14400,200,7045,30900,9,19,15,10,10,5,9,10
19,Kazakhstan,2009,9962,210783300,2317865,29500,26100,800,8716,56400,9,19,15,10,10,7,9,11
19,Kazakhstan,2010,8953,217161800,2314431,40701,14786,3201,6284,58688,9,19,15,11,10,8,9,11
19,Kazakhstan,2011,11334,216988500,2195442,47523,35530,4359,10657,87412,9,19,15,11,10,8,9,11
19,Kazakhstan,2012,9446,217012100,2145759,105264,20784,3609,8675,129657,9,19,15,12,10,8,9,12
19,Kazakhstan,2013,10497,216994100,2056620,55742,25626,3541,8738,84909,9,19,15,11,10,8,9,11
19,Kazakhstan,2014,10773,216799400,1804056,80654,32355,3478,11159,116487,9,19,14,11,10,8,9,12
19,Kazakhstan,2015,11189,216259700,1563679,91532,33111,2507,10589,127150,9,19,14,11,10,8,9,12
19,Kazakhstan,2016,11775,216242100,1507674,101900,97600,17000,10672,216500,9,19,14,12,11,10,9,12
19,Kazakhstan,2017,12188,216213800,1447764,104900,122600,18300,13001,245800,9,19,14,12,12,10,9,12
19,Kazakhstan,2018,12671,216036500,1401188,104900,122600,18300,13058,245800,9,19,14,12,12,10,9,12
20,Kuwait,2002,108,151000,26515,1000,0,0,32,1000,5,12,10,7,,,3,7
20,Kuwait,2003,137,151000,27051,1000,0,0,32,1000,5,12,10,7,,,3,7
20,Kuwait,2004,131,150000,28073,1000,0,0,32,1000,5,12,10,7,,,3,7
20,Kuwait,2005,147,150000,29988,1000,0,0,32,1000,5,12,10,7,,,3,7
20,Kuwait,2006,171,150000,30905,1000,999,1489,32,3488,5,12,10,7,7,7,3,8
20,Kuwait,2007,195,151000,31996,1000,1981,346,32,3326,5,12,10,7,8,6,3,8
20,Kuwait,2008,188,151000,33344,1000,1261,3768,32,6029,5,12,10,7,7,8,3,9
20,Kuwait,2009,192,151500,36262,1000,0,0,32,1000,5,12,10,7,,,3,7
20,Kuwait,2010,213,152000,39081,1000,861,423,32,2284,5,12,11,7,7,6,3,8
20,Kuwait,2011,311,152500,40851,1000,605,3032,32,4636,6,12,11,7,6,8,3,8
20,Kuwait,2012,301,152000,42505,1500,673,2513,32,4686,6,12,11,7,7,8,3,8
20,Kuwait,2013,334,153600,44481,2300,741,1995,32,5036,6,12,11,8,7,8,3,9
20,Kuwait,2014,331,152100,46326,2300,783,3300,32,6383,6,12,11,8,7,8,3,9
20,Kuwait,2015,278,149400,47778,2300,1224,5120,32,8644,6,12,11,8,7,9,3,9
20,Kuwait,2016,265,150000,47953,2000,1754,4252,32,8006,6,12,11,8,7,8,3,9
20,Kuwait,2017,288,151400,48687,2000,2196,5074,32,9270,6,12,11,8,8,9,3,9
20,Kuwait,2018,287,150000,48094,2000,2238,4238,32,8476,6,12,11,8,8,8,3,9
21,Kyrgyzstan,1992,2079,10088000,656458,25300,1700,5000,2418,32000,8,16,13,10,7,9,8,10
21,Kyrgyzstan,1993,1941,10120000,667567,22000,1000,5000,2201,28000,8,16,13,10,7,9,8,10
21,Kyrgyzstan,1994,1740,10373000,727863,22000,1000,5000,1984,28000,7,16,13,10,7,9,8,10
21,Kyrgyzstan,1995,1657,10439000,825005,22000,1000,5000,1767,28000,7,16,14,10,7,9,7,10
21,Kyrgyzstan,1996,1838,10641000,823260,25000,1000,5000,1549,31000,8,16,14,10,7,9,7,10
21,Kyrgyzstan,1997,1989,10661000,856907,25000,1000,5000,1332,31000,8,16,14,10,7,9,7,10
21,Kyrgyzstan,1998,2092,10690000,878139,27714,1064,300,1115,29078,8,16,14,10,7,6,7,10
21,Kyrgyzstan,1999,2276,10726000,966970,26849,1178,44,898,28071,8,16,14,10,7,4,7,10
21,Kyrgyzstan,2000,2348,10714000,1010535,27653,1400,146,681,29199,8,16,14,10,7,5,7,10
21,Kyrgyzstan,2002,2386,10776000,917646,9232,205,46,733,9483,8,16,14,9,5,4,7,9
21,Kyrgyzstan,2003,2450,10840000,842037,31383,1810,18,1303,33211,8,16,14,10,8,3,7,10
21,Kyrgyzstan,2004,2490,10770000,779441,27232,1684,8,1321,28924,8,16,14,10,7,2,7,10
21,Kyrgyzstan,2005,2387,10745000,803913,29589,2034,0,1081,31623,8,16,14,10,8,,7,10
21,Kyrgyzstan,2009,2613,10617300,721978,25887,1266,1006,267,28159,8,16,13,10,7,7,6,10
21,Kyrgyzstan,2010,2561,10611900,719644,25714,3204,0,350,28918,8,16,13,10,8,,6,10
21,Kyrgyzstan,2011,2598,10608500,707555,22447,1964,46,313,24457,8,16,13,10,8,4,6,10
21,Kyrgyzstan,2012,2598,10591300,689565,26908,4093,41,365,31042,8,16,13,10,8,4,6,10
21,Kyrgyzstan,2013,2710,10556700,720470,29124,5923,28,341,35075,8,16,13,10,9,3,6,10
21,Kyrgyzstan,2014,2761,10557100,729538,35748,4967,265,403,40980,8,16,14,10,9,6,6,11
21,Kyrgyzstan,2015,3027,10556200,689962,12786,444,92,516,13323,8,16,13,9,6,5,6,9
21,Kyrgyzstan,2016,3104,10541100,632951,14086,2020,241,533,16347,8,16,13,10,8,5,6,10
21,Kyrgyzstan,2017,3168,10540100,541875,9312,419,173,560,9904,8,16,13,9,6,5,6,9
21,Kyrgyzstan,2018,3239,10541300,528281,24979,2190,196,607,27365,8,16,13,10,8,5,6,10
23,Lebanon,1990,2455,605000,,11000,12000,2400,1221,25400,8,13,,9,9,8,7,10
23,Lebanon,1991,2751,606000,157262,12400,15000,2300,1221,29700,8,13,12,9,10,8,7,10
23,Lebanon,1992,2909,606000,165622,14200,15900,3900,1221,34000,8,13,12,10,10,8,7,10
23,Lebanon,1993,2814,606000,176154,18000,14000,4200,1221,36200,8,13,12,10,10,8,7,10
23,Lebanon,1994,2951,607000,187009,10000,14000,4000,1221,28000,8,13,12,9,10,8,7,10
23,Lebanon,1995,3168,609000,196299,25000,15000,4000,1221,44000,8,13,12,10,10,8,7,11
23,Lebanon,1996,3271,618000,197131,22000,30000,4000,1221,56000,8,13,12,10,10,8,7,11
23,Lebanon,1997,2971,622000,200168,21942,32000,8300,1816,62242,8,13,12,10,10,9,8,11
23,Lebanon,1998,2782,626000,201481,23400,32000,8300,1816,63700,8,13,12,10,10,9,8,11
23,Lebanon,1999,2829,582500,204523,22000,32000,9700,1816,63700,8,13,12,10,10,9,8,11
23,Lebanon,2000,2755,595000,210166,24300,18400,9557,1816,52257,8,13,12,10,10,9,8,11
23,Lebanon,2001,2446,598000,216969,29695,19520,9362,1816,58577,8,13,12,10,10,9,8,11
23,Lebanon,2002,2615,616000,226599,19844,6398,8000,1816,34242,8,13,12,10,9,9,8,10
23,Lebanon,2003,2591,627000,237468,23604,0,8267,1816,31872,8,13,12,10,,9,8,10
23,Lebanon,2004,2788,638300,243657,24936,0,9762,1816,34697,8,13,12,10,,9,8,10
23,Lebanon,2005,2619,653000,248537,14607,0,7379,1816,21985,8,13,12,10,,9,8,10
23,Lebanon,2006,2611,679000,250541,9453,0,5985,1816,15438,8,13,12,9,,9,8,10
23,Lebanon,2007,2663,677100,243169,14444,0,8774,1816,23218,8,13,12,10,,9,8,10
23,Lebanon,2008,2773,663000,239042,9863,2428,7809,1816,20099,8,13,12,9,8,9,8,10
23,Lebanon,2009,2444,663000,235549,15530,0,5034,1816,20565,8,13,12,10,,9,8,10
23,Lebanon,2010,2442,640000,236188,17607,0,7906,1816,25513,8,13,12,10,,9,8,10
23,Lebanon,2011,2315,651000,247435,18390,15563,8595,1816,42549,8,13,12,10,10,9,8,11
23,Lebanon,2012,2345,658000,261112,18649,7730,5362,1816,31741,8,13,12,10,9,9,8,10
23,Lebanon,2013,2477,658000,275694,19966,0,7629,1816,27595,8,13,13,10,,9,8,10
23,Lebanon,2014,2387,658000,289770,19100,2380,7649,1816,29129,8,13,13,10,8,9,8,10
23,Lebanon,2015,2300,658000,300041,18924,9600,8697,1816,37221,8,13,13,10,9,9,8,11
23,Lebanon,2016,2534,658000,305668,20759,10000,7907,1816,38665,8,13,13,10,9,9,8,11
23,Lebanon,2017,2401,658000,308890,22909,12200,9443,1816,44552,8,13,13,10,9,9,8,11
23,Lebanon,2018,2336,658000,308831,16926,12200,8674,1816,37800,8,13,13,10,9,9,8,11
24,Malaysia,1990,11376,6756600,1737600,262100,153700,493700,39406,909500,9,16,14,12,12,13,11,14
24,Malaysia,1991,11326,6794500,1567738,254700,166200,520100,39406,941000,9,16,14,12,12,13,11,14
24,Malaysia,1992,11738,6806500,1570782,294900,160000,510000,39406,964900,9,16,14,13,12,13,11,14
24,Malaysia,1993,12774,6891400,1557894,301000,170000,560000,39406,1031000,9,16,14,13,12,13,11,14
24,Malaysia,1994,12785,6990900,1567219,287000,170300,700000,39406,1157300,9,16,14,13,12,13,11,14
24,Malaysia,1995,13212,6966000,1574393,286000,206000,600000,39406,1092000,9,16,14,13,12,13,11,14
24,Malaysia,1996,13390,6961100,1582543,255000,230000,646000,39406,1131000,10,16,14,12,12,13,11,14
24,Malaysia,1997,13752,6958700,1458552,344000,238000,670000,39406,1252000,10,16,14,13,12,13,11,14
24,Malaysia,1998,12995,6944700,1632215,417000,233000,756000,39406,1406000,9,16,14,13,12,14,11,14
24,Malaysia,1999,14070,6947100,1641084,362400,230800,730600,39406,1323800,10,16,14,13,12,14,11,14
24,Malaysia,2000,14408,6938700,1697064,348588,199687,640000,39406,1188275,10,16,14,13,12,13,11,14
24,Malaysia,2001,14784,6947000,1428958,331917,158800,640000,39406,1130717,10,16,14,13,12,13,11,14
24,Malaysia,2002,15045,7037500,1448697,417622,101169,550562,39406,1069353,10,16,14,13,12,13,11,14
24,Malaysia,2003,16168,7116240,1420929,522180,101169,457212,39406,1080561,10,16,14,13,12,13,11,14
24,Malaysia,2004,17100,7131700,1490902,602415,101169,912649,39406,1616233,10,16,14,13,12,14,11,14
24,Malaysia,2005,17928,7134410,1542248,663718,141333,710240,39406,1515291,10,16,14,13,12,13,11,14
24,Malaysia,2006,18858,7075200,1580549,649549,110993,911084,39406,1671626,10,16,14,13,12,14,11,14
24,Malaysia,2007,18848,7107200,1637656,665261,150396,980820,46868,1796478,10,16,14,13,12,14,11,14
24,Malaysia,2008,19969,7150400,1569687,726951,138513,933124,54822,1798588,10,16,14,13,12,14,11,14
24,Malaysia,2009,19497,7220000,1558096,487281,99873,382896,52464,970049,10,16,14,13,12,13,11,14
24,Malaysia,2010,19761,7389300,1687380,681543,209130,960381,60195,1851055,10,16,14,13,12,14,11,14
24,Malaysia,2011,21398,7530600,1431245,706061,157075,1027027,41562,1890163,10,16,14,13,12,14,11,14
24,Malaysia,2012,21892,7829200,1642700,720551,165447,778586,49810,1664584,10,16,14,13,12,14,11,14
24,Malaysia,2013,22077,8059300,1754644,555304,340955,845795,61446,1742054,10,16,14,13,13,14,11,14
24,Malaysia,2014,21954,8089000,1696627,601854,347048,1054415,49199,2003317,10,16,14,13,13,14,11,15
24,Malaysia,2015,23171,8569970,1766000,538253,330368,868702,63308,1737323,10,16,14,13,13,14,11,14
24,Malaysia,2016,21615,8571000,1630375,527252,291865,951021,67288,1770139,10,16,14,13,13,14,11,14
24,Malaysia,2017,23916,8571000,1604078,476917,322889,992154,50683,1791960,10,16,14,13,13,14,11,14
24,Malaysia,2018,23643,8571000,1585500,382378,304948,1052603,44115,1739928,10,16,14,13,13,14,11,14
25,Maldives,2002,23,12000,18728,9,5,4,44,18,3,9,10,2,2,1,4,3
25,Maldives,2003,34,12000,19161,12,6,6,44,24,4,9,10,2,2,2,4,3
25,Maldives,2004,48,11000,19474,20,7,4,44,31,4,9,10,3,2,1,4,3
25,Maldives,2005,32,9000,20559,34,25,30,44,89,3,9,10,4,3,3,4,4
25,Maldives,2006,32,8000,20046,119,118,116,44,353,3,9,10,5,5,5,4,6
25,Maldives,2009,14,8000,20616,141,125,128,44,394,3,9,10,5,5,5,4,6
25,Maldives,2010,13,7900,20814,127,120,121,44,368,3,9,10,5,5,5,4,6
25,Maldives,2011,8,7900,21066,70,42,31,44,143,2,9,10,4,4,3,4,5
25,Maldives,2012,5,7900,21743,303,111,112,66,526,2,9,10,6,5,5,4,6
25,Maldives,2013,3,7900,22143,256,250,248,236,755,1,9,10,6,6,6,5,7
25,Maldives,2014,4,7900,22515,203,28,4,376,236,1,9,10,5,3,1,6,5
25,Maldives,2015,5,7900,22523,238,3,9,907,250,2,9,10,5,1,2,7,6
25,Maldives,2016,5,7900,22103,339,13,15,377,367,2,9,10,6,3,3,6,6
25,Maldives,2017,6,7900,22754,350,59,33,363,442,2,9,10,6,4,3,6,6
25,Maldives,2018,5,7900,23325,406,22,20,363,448,2,9,10,6,3,3,6,6
26,Mongolia,1990,988,125656000,,9100,3700,1800,116,14600,7,19,,9,8,7,5,10
26,Mongolia,1991,969,126130000,311073,10000,4000,2000,116,16000,7,19,13,9,8,8,5,10
26,Mongolia,1992,873,123590000,325068,11000,3500,600,116,15100,7,19,13,9,8,6,5,10
26,Mongolia,2006,692,114727300,390812,6511,1,2,116,6514,7,19,13,9,0,1,5,9
26,Mongolia,2008,836,114507000,433307,6921,18,2,116,6941,7,19,13,9,3,1,5,9
26,Mongolia,2009,995,114270056,434353,7520,15,35,116,7570,7,19,13,9,3,4,5,9
26,Mongolia,2010,807,114210030,367032,11026,31,23,116,11080,7,19,13,9,3,3,5,9
26,Mongolia,2011,917,114187800,380660,13933,19,13,116,13965,7,19,13,10,3,3,5,10
26,Mongolia,2012,991,114067903,409105,16936,0,5,116,16941,7,19,13,10,-5,2,5,10
26,Mongolia,2013,1034,114101690,354942,25365,8,6,116,25380,7,19,13,10,2,2,5,10
26,Mongolia,2014,1064,113758800,337968,19127,130,2,116,19260,7,19,13,10,5,1,5,10
26,Mongolia,2015,1285,113738760,348411,20686,1778,732,116,23195,7,19,13,10,7,7,5,10
26,Mongolia,2016,1307,113671410,360131,22964,1580,1279,116,25823,7,19,13,10,7,7,5,10
26,Mongolia,2017,1267,113583750,352218,35673,634,430,116,36737,7,19,13,10,6,6,5,11
26,Mongolia,2018,1818,113549400,346251,40519,850,797,116,42165,8,19,13,11,7,7,5,11
28,Nepal,1990,3792,4144400,,51837,19105,1570,60,72512,8,15,,11,10,7,4,11
28,Nepal,1991,3892,4147000,7772419,57000,22700,1400,60,81100,8,15,16,11,10,7,4,11
28,Nepal,1992,3796,4158200,7984225,59400,21400,1203,60,82003,8,15,16,11,10,7,4,11
